"GEO_ID","NAME","B19013I_001E","B19013I_001EA","B19013I_001M","B19013I_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)",
"8600000US11792","ZCTA5 11792","212962","null","25692","null",
"8600000US11793","ZCTA5 11793","153571","null","42362","null",
"8600000US11794","ZCTA5 11794","-","-","**","**",
"8600000US11795","ZCTA5 11795","86875","null","19768","null",
"8600000US11796","ZCTA5 11796","-","-","**","**",
"8600000US11797","ZCTA5 11797","250,000+","250,000+","***","***",
"8600000US11798","ZCTA5 11798","52063","null","47927","null",
"8600000US11801","ZCTA5 11801","109107","null","25606","null",
"8600000US11803","ZCTA5 11803","86917","null","54418","null",
"8600000US11804","ZCTA5 11804","-","-","**","**",
"8600000US11901","ZCTA5 11901","77829","null","25999","null",
"8600000US11930","ZCTA5 11930","-","-","**","**",
"8600000US11931","ZCTA5 11931","-","-","**","**",
"8600000US11932","ZCTA5 11932","-","-","**","**",
"8600000US11933","ZCTA5 11933","78000","null","42168","null",
"8600000US11934","ZCTA5 11934","-","-","**","**",
"8600000US11935","ZCTA5 11935","-","-","**","**",
"8600000US11937","ZCTA5 11937","51250","null","19707","null",
"8600000US11939","ZCTA5 11939","-","-","**","**",
"8600000US11940","ZCTA5 11940","-","-","**","**",
"8600000US11941","ZCTA5 11941","-","-","**","**",
"8600000US11942","ZCTA5 11942","27063","null","17583","null",
"8600000US11944","ZCTA5 11944","50438","null","2617","null",
"8600000US11946","ZCTA5 11946","64292","null","20453","null",
"8600000US11947","ZCTA5 11947","-","-","**","**",
"8600000US11948","ZCTA5 11948","-","-","**","**",
"8600000US11949","ZCTA5 11949","123417","null","54958","null",
"8600000US11950","ZCTA5 11950","100030","null","26122","null",
"8600000US11951","ZCTA5 11951","66538","null","18911","null",
"8600000US11952","ZCTA5 11952","-","-","**","**",
"8600000US11953","ZCTA5 11953","93869","null","24913","null",
"8600000US11954","ZCTA5 11954","100278","null","51148","null",
"8600000US11955","ZCTA5 11955","93750","null","69579","null",
"8600000US11956","ZCTA5 11956","-","-","**","**",
"8600000US11957","ZCTA5 11957","-","-","**","**",
"8600000US11958","ZCTA5 11958","-","-","**","**",
"8600000US11959","ZCTA5 11959","-","-","**","**",
"8600000US11960","ZCTA5 11960","-","-","**","**",
"8600000US11961","ZCTA5 11961","80074","null","34792","null",
"8600000US11962","ZCTA5 11962","-","-","**","**",
"8600000US11963","ZCTA5 11963","-","-","**","**",
"8600000US11964","ZCTA5 11964","-","-","**","**",
"8600000US11965","ZCTA5 11965","-","-","**","**",
"8600000US11967","ZCTA5 11967","75357","null","15163","null",
"8600000US11968","ZCTA5 11968","-","-","**","**",
"8600000US11970","ZCTA5 11970","-","-","**","**",
"8600000US11971","ZCTA5 11971","43545","null","36213","null",
"8600000US11972","ZCTA5 11972","126181","null","122026","null",
"8600000US11973","ZCTA5 11973","-","-","**","**",
"8600000US11975","ZCTA5 11975","-","-","**","**",
"8600000US11976","ZCTA5 11976","-","-","**","**",
"8600000US11977","ZCTA5 11977","-","-","**","**",
"8600000US11978","ZCTA5 11978","103000","null","78032","null",
"8600000US11980","ZCTA5 11980","113083","null","33483","null",
"8600000US12007","ZCTA5 12007","-","-","**","**",
"8600000US12008","ZCTA5 12008","-","-","**","**",
"8600000US12009","ZCTA5 12009","-","-","**","**",
"8600000US12010","ZCTA5 12010","27331","null","4550","null",
"8600000US12015","ZCTA5 12015","54625","null","23668","null",
"8600000US12017","ZCTA5 12017","-","-","**","**",
"8600000US12018","ZCTA5 12018","33274","null","29412","null",
"8600000US12019","ZCTA5 12019","88750","null","27675","null",
"8600000US12020","ZCTA5 12020","97214","null","96035","null",
"8600000US12022","ZCTA5 12022","-","-","**","**",
"8600000US12023","ZCTA5 12023","-","-","**","**",
"8600000US12024","ZCTA5 12024","-","-","**","**",
"8600000US12025","ZCTA5 12025","53750","null","19367","null",
"8600000US12027","ZCTA5 12027","-","-","**","**",
"8600000US12028","ZCTA5 12028","-","-","**","**",
"8600000US12029","ZCTA5 12029","-","-","**","**",
"8600000US12031","ZCTA5 12031","-","-","**","**",
"8600000US12032","ZCTA5 12032","-","-","**","**",
"8600000US12033","ZCTA5 12033","78567","null","7830","null",
"8600000US12035","ZCTA5 12035","-","-","**","**",
"8600000US12036","ZCTA5 12036","-","-","**","**",
"8600000US12037","ZCTA5 12037","117656","null","61895","null",
"8600000US12040","ZCTA5 12040","-","-","**","**",
"8600000US12041","ZCTA5 12041","-","-","**","**",
"8600000US12042","ZCTA5 12042","-","-","**","**",
"8600000US12043","ZCTA5 12043","38452","null","18646","null",
"8600000US12045","ZCTA5 12045","-","-","**","**",
"8600000US12046","ZCTA5 12046","-","-","**","**",
"8600000US12047","ZCTA5 12047","-","-","**","**",
"8600000US12051","ZCTA5 12051","103317","null","86838","null",
"8600000US12052","ZCTA5 12052","-","-","**","**",
"8600000US12053","ZCTA5 12053","250,000+","250,000+","***","***",
"8600000US12054","ZCTA5 12054","-","-","**","**",
"8600000US12056","ZCTA5 12056","-","-","**","**",
"8600000US12057","ZCTA5 12057","-","-","**","**",
"8600000US12058","ZCTA5 12058","-","-","**","**",
"8600000US12059","ZCTA5 12059","-","-","**","**",
"8600000US12060","ZCTA5 12060","-","-","**","**",
"8600000US12061","ZCTA5 12061","-","-","**","**",
"8600000US12062","ZCTA5 12062","-","-","**","**",
"8600000US12063","ZCTA5 12063","-","-","**","**",
"8600000US12064","ZCTA5 12064","-","-","**","**",
"8600000US12065","ZCTA5 12065","110729","null","14145","null",
"8600000US12066","ZCTA5 12066","98036","null","40612","null",
"8600000US12067","ZCTA5 12067","-","-","**","**",
"8600000US12068","ZCTA5 12068","95758","null","49696","null",
"8600000US12069","ZCTA5 12069","-","-","**","**",
"8600000US12070","ZCTA5 12070","-","-","**","**",
"8600000US12071","ZCTA5 12071","-","-","**","**",
"8600000US12072","ZCTA5 12072","100096","null","98176","null",
"8600000US12074","ZCTA5 12074","-","-","**","**",
"8600000US12075","ZCTA5 12075","-","-","**","**",
"8600000US12076","ZCTA5 12076","-","-","**","**",
"8600000US12077","ZCTA5 12077","183621","null","58234","null",
"8600000US12078","ZCTA5 12078","17279","null","12198","null",
"8600000US12083","ZCTA5 12083","83750","null","11232","null",
"8600000US12084","ZCTA5 12084","54329","null","23888","null",
"8600000US12085","ZCTA5 12085","-","-","**","**",
"8600000US12086","ZCTA5 12086","-","-","**","**",
"8600000US12087","ZCTA5 12087","-","-","**","**",
"8600000US12089","ZCTA5 12089","-","-","**","**",
"8600000US12090","ZCTA5 12090","28413","null","6101","null",
"8600000US12092","ZCTA5 12092","-","-","**","**",
"8600000US12093","ZCTA5 12093","-","-","**","**",
"8600000US12094","ZCTA5 12094","-","-","**","**",
"8600000US12095","ZCTA5 12095","60521","null","46391","null",
"8600000US12106","ZCTA5 12106","-","-","**","**",
"8600000US12108","ZCTA5 12108","-","-","**","**",
"8600000US12110","ZCTA5 12110","39547","null","8949","null",
"8600000US12115","ZCTA5 12115","-","-","**","**",
"8600000US12116","ZCTA5 12116","-","-","**","**",
"8600000US12117","ZCTA5 12117","-","-","**","**",
"8600000US12118","ZCTA5 12118","-","-","**","**",
"8600000US12120","ZCTA5 12120","-","-","**","**",
"8600000US12121","ZCTA5 12121","-","-","**","**",
"8600000US12122","ZCTA5 12122","63833","null","26173","null",
"8600000US12123","ZCTA5 12123","-","-","**","**",
"8600000US12124","ZCTA5 12124","-","-","**","**",
"8600000US12125","ZCTA5 12125","-","-","**","**",
"8600000US12130","ZCTA5 12130","-","-","**","**",
"8600000US12131","ZCTA5 12131","-","-","**","**",
"8600000US12132","ZCTA5 12132","-","-","**","**",
"8600000US12134","ZCTA5 12134","81667","null","57847","null",
"8600000US12136","ZCTA5 12136","-","-","**","**",
"8600000US12137","ZCTA5 12137","-","-","**","**",
"8600000US12138","ZCTA5 12138","-","-","**","**",
"8600000US12139","ZCTA5 12139","-","-","**","**",
"8600000US12140","ZCTA5 12140","-","-","**","**",
"8600000US12143","ZCTA5 12143","-","-","**","**",
"8600000US12144","ZCTA5 12144","60380","null","20482","null",
"8600000US12147","ZCTA5 12147","-","-","**","**",
"8600000US12148","ZCTA5 12148","-","-","**","**",
"8600000US12149","ZCTA5 12149","-","-","**","**",
"8600000US12150","ZCTA5 12150","-","-","**","**",
"8600000US12151","ZCTA5 12151","-","-","**","**",
"8600000US12153","ZCTA5 12153","-","-","**","**",
"8600000US12154","ZCTA5 12154","-","-","**","**",
"8600000US12155","ZCTA5 12155","-","-","**","**",
"8600000US12156","ZCTA5 12156","-","-","**","**",
"8600000US12157","ZCTA5 12157","-","-","**","**",
"8600000US12158","ZCTA5 12158","250,000+","250,000+","***","***",
"8600000US12159","ZCTA5 12159","-","-","**","**",
"8600000US12160","ZCTA5 12160","-","-","**","**",
"8600000US12161","ZCTA5 12161","-","-","**","**",
"8600000US12164","ZCTA5 12164","-","-","**","**",
"8600000US12165","ZCTA5 12165","-","-","**","**",
"8600000US12166","ZCTA5 12166","-","-","**","**",
"8600000US12167","ZCTA5 12167","37857","null","24279","null",
"8600000US12168","ZCTA5 12168","-","-","**","**",
"8600000US12169","ZCTA5 12169","-","-","**","**",
"8600000US12170","ZCTA5 12170","-","-","**","**",
"8600000US12172","ZCTA5 12172","-","-","**","**",
"8600000US12173","ZCTA5 12173","92727","null","27226","null",
"8600000US12174","ZCTA5 12174","-","-","**","**",
"8600000US12175","ZCTA5 12175","-","-","**","**",
"8600000US12176","ZCTA5 12176","-","-","**","**",
"8600000US12177","ZCTA5 12177","-","-","**","**",
"8600000US12180","ZCTA5 12180","35344","null","6697","null",
"8600000US12182","ZCTA5 12182","-","-","**","**",
"8600000US12183","ZCTA5 12183","63080","null","35809","null",
"8600000US12184","ZCTA5 12184","38723","null","12417","null",
"8600000US12185","ZCTA5 12185","-","-","**","**",
"8600000US12186","ZCTA5 12186","124792","null","31157","null",
"8600000US12187","ZCTA5 12187","-","-","**","**",
"8600000US12188","ZCTA5 12188","-","-","**","**",
"8600000US12189","ZCTA5 12189","26343","null","11178","null",
"8600000US12190","ZCTA5 12190","-","-","**","**",
"8600000US12192","ZCTA5 12192","-","-","**","**",
"8600000US12193","ZCTA5 12193","-","-","**","**",
"8600000US12194","ZCTA5 12194","-","-","**","**",
"8600000US12195","ZCTA5 12195","-","-","**","**",
"8600000US12196","ZCTA5 12196","-","-","**","**",
"8600000US12197","ZCTA5 12197","27500","null","7714","null",
"8600000US12198","ZCTA5 12198","33750","null","21298","null",
"8600000US12202","ZCTA5 12202","23945","null","5809","null",
"8600000US12203","ZCTA5 12203","47813","null","16601","null",
"8600000US12204","ZCTA5 12204","39261","null","18050","null",
"8600000US12205","ZCTA5 12205","55750","null","21938","null",
"8600000US12206","ZCTA5 12206","25288","null","25164","null",
"8600000US12207","ZCTA5 12207","12250","null","11974","null",
"8600000US12208","ZCTA5 12208","34398","null","13748","null",
"8600000US12209","ZCTA5 12209","57266","null","39082","null",
"8600000US12210","ZCTA5 12210","58444","null","14637","null",
"8600000US12211","ZCTA5 12211","-","-","**","**",
"8600000US12222","ZCTA5 12222","-","-","**","**",
"8600000US12302","ZCTA5 12302","-","-","**","**",
"8600000US12303","ZCTA5 12303","44087","null","4983","null",
"8600000US12304","ZCTA5 12304","42456","null","9106","null",
"8600000US12305","ZCTA5 12305","13558","null","11386","null",
"8600000US12306","ZCTA5 12306","-","-","**","**",
"8600000US12307","ZCTA5 12307","11427","null","4664","null",
"8600000US12308","ZCTA5 12308","-","-","**","**",
"8600000US12309","ZCTA5 12309","58510","null","40407","null",
"8600000US12401","ZCTA5 12401","49444","null","18369","null",
"8600000US12404","ZCTA5 12404","-","-","**","**",
"8600000US12405","ZCTA5 12405","-","-","**","**",
"8600000US12406","ZCTA5 12406","-","-","**","**",
"8600000US12407","ZCTA5 12407","-","-","**","**",
"8600000US12409","ZCTA5 12409","-","-","**","**",
"8600000US12410","ZCTA5 12410","-","-","**","**",
"8600000US12411","ZCTA5 12411","-","-","**","**",
"8600000US12412","ZCTA5 12412","-","-","**","**",
"8600000US12413","ZCTA5 12413","42232","null","32313","null",
"8600000US12414","ZCTA5 12414","81420","null","27742","null",
"8600000US12416","ZCTA5 12416","-","-","**","**",
"8600000US12417","ZCTA5 12417","-","-","**","**",
"8600000US12418","ZCTA5 12418","-","-","**","**",
"8600000US12419","ZCTA5 12419","-","-","**","**",
"8600000US12420","ZCTA5 12420","-","-","**","**",
"8600000US12421","ZCTA5 12421","-","-","**","**",
"8600000US12422","ZCTA5 12422","-","-","**","**",
"8600000US12423","ZCTA5 12423","-","-","**","**",
"8600000US12424","ZCTA5 12424","-","-","**","**",
"8600000US12427","ZCTA5 12427","-","-","**","**",
"8600000US12428","ZCTA5 12428","45278","null","18929","null",
"8600000US12429","ZCTA5 12429","-","-","**","**",
"8600000US12430","ZCTA5 12430","39023","null","886","null",
"8600000US12431","ZCTA5 12431","-","-","**","**",
"8600000US12432","ZCTA5 12432","-","-","**","**",
"8600000US12433","ZCTA5 12433","-","-","**","**",
"8600000US12434","ZCTA5 12434","-","-","**","**",
"8600000US12435","ZCTA5 12435","-","-","**","**",
"8600000US12436","ZCTA5 12436","-","-","**","**",
"8600000US12438","ZCTA5 12438","-","-","**","**",
"8600000US12439","ZCTA5 12439","-","-","**","**",
"8600000US12440","ZCTA5 12440","-","-","**","**",
"8600000US12441","ZCTA5 12441","-","-","**","**",
"8600000US12442","ZCTA5 12442","-","-","**","**",
"8600000US12443","ZCTA5 12443","98375","null","59079","null",
"8600000US12444","ZCTA5 12444","-","-","**","**",
"8600000US12446","ZCTA5 12446","66890","null","31982","null",
"8600000US12448","ZCTA5 12448","-","-","**","**",
"8600000US12449","ZCTA5 12449","101360","null","91353","null",
"8600000US12450","ZCTA5 12450","-","-","**","**",
"8600000US12451","ZCTA5 12451","-","-","**","**",
"8600000US12452","ZCTA5 12452","-","-","**","**",
"8600000US12453","ZCTA5 12453","-","-","**","**",
"8600000US12454","ZCTA5 12454","-","-","**","**",
"8600000US12455","ZCTA5 12455","-","-","**","**",
"8600000US12456","ZCTA5 12456","-","-","**","**",
"8600000US12457","ZCTA5 12457","-","-","**","**",
"8600000US12458","ZCTA5 12458","-","-","**","**",
"8600000US12459","ZCTA5 12459","-","-","**","**",
"8600000US12460","ZCTA5 12460","-","-","**","**",
"8600000US12461","ZCTA5 12461","-","-","**","**",
"8600000US12463","ZCTA5 12463","-","-","**","**",
"8600000US12464","ZCTA5 12464","-","-","**","**",
"8600000US12465","ZCTA5 12465","-","-","**","**",
"8600000US12466","ZCTA5 12466","-","-","**","**",
"8600000US12468","ZCTA5 12468","-","-","**","**",
"8600000US12469","ZCTA5 12469","-","-","**","**",
"8600000US12470","ZCTA5 12470","-","-","**","**",
"8600000US12471","ZCTA5 12471","-","-","**","**",
"8600000US12472","ZCTA5 12472","-","-","**","**",
"8600000US12473","ZCTA5 12473","-","-","**","**",
"8600000US12474","ZCTA5 12474","-","-","**","**",
"8600000US12475","ZCTA5 12475","-","-","**","**",
"8600000US12477","ZCTA5 12477","36507","null","2627","null",
"8600000US12480","ZCTA5 12480","-","-","**","**",
"8600000US12481","ZCTA5 12481","-","-","**","**",
"8600000US12482","ZCTA5 12482","-","-","**","**",
"8600000US12483","ZCTA5 12483","-","-","**","**",
"8600000US12484","ZCTA5 12484","-","-","**","**",
"8600000US12485","ZCTA5 12485","-","-","**","**",
"8600000US12486","ZCTA5 12486","-","-","**","**",
"8600000US12487","ZCTA5 12487","-","-","**","**",
"8600000US12489","ZCTA5 12489","-","-","**","**",
"8600000US12490","ZCTA5 12490","-","-","**","**",
"8600000US12491","ZCTA5 12491","-","-","**","**",
"8600000US12492","ZCTA5 12492","-","-","**","**",
"8600000US12493","ZCTA5 12493","-","-","**","**",
"8600000US12494","ZCTA5 12494","-","-","**","**",
"8600000US12495","ZCTA5 12495","-","-","**","**",
"8600000US12496","ZCTA5 12496","-","-","**","**",
"8600000US12498","ZCTA5 12498","-","-","**","**",
"8600000US12501","ZCTA5 12501","-","-","**","**",
"8600000US12502","ZCTA5 12502","-","-","**","**",
"8600000US12503","ZCTA5 12503","-","-","**","**",
"8600000US12504","ZCTA5 12504","-","-","**","**",
"8600000US12507","ZCTA5 12507","-","-","**","**",
"8600000US12508","ZCTA5 12508","67935","null","44649","null",
"8600000US12512","ZCTA5 12512","-","-","**","**",
"8600000US12513","ZCTA5 12513","-","-","**","**",
"8600000US12514","ZCTA5 12514","-","-","**","**",
"8600000US12515","ZCTA5 12515","58167","null","8396","null",
"8600000US12516","ZCTA5 12516","-","-","**","**",
"8600000US12517","ZCTA5 12517","-","-","**","**",
"8600000US12518","ZCTA5 12518","101833","null","24407","null",
"8600000US12520","ZCTA5 12520","85000","null","60899","null",
"8600000US12521","ZCTA5 12521","-","-","**","**",
"8600000US12522","ZCTA5 12522","-","-","**","**",
"8600000US12523","ZCTA5 12523","51250","null","34071","null",
"8600000US12524","ZCTA5 12524","70875","null","29753","null",
"8600000US12525","ZCTA5 12525","-","-","**","**",
"8600000US12526","ZCTA5 12526","59097","null","46101","null",
"8600000US12527","ZCTA5 12527","-","-","**","**",
"8600000US12528","ZCTA5 12528","58750","null","32409","null",
"8600000US12529","ZCTA5 12529","-","-","**","**",
"8600000US12530","ZCTA5 12530","-","-","**","**",
"8600000US12531","ZCTA5 12531","-","-","**","**",
"8600000US12533","ZCTA5 12533","98333","null","16317","null",
"8600000US12534","ZCTA5 12534","-","-","**","**",
"8600000US12538","ZCTA5 12538","-","-","**","**",
"8600000US12540","ZCTA5 12540","124345","null","96605","null",
"8600000US12542","ZCTA5 12542","138462","null","81942","null",
"8600000US12543","ZCTA5 12543","91250","null","33436","null",
"8600000US12545","ZCTA5 12545","-","-","**","**",
"8600000US12546","ZCTA5 12546","98098","null","56472","null",
"8600000US12547","ZCTA5 12547","-","-","**","**",
"8600000US12548","ZCTA5 12548","54554","null","2626","null",
"8600000US12549","ZCTA5 12549","105417","null","64784","null",
"8600000US12550","ZCTA5 12550","53565","null","9815","null",
"8600000US12553","ZCTA5 12553","77500","null","15773","null",
"8600000US12561","ZCTA5 12561","80915","null","36854","null",
"8600000US12563","ZCTA5 12563","-","-","**","**",
"8600000US12564","ZCTA5 12564","64722","null","42006","null",
"8600000US12565","ZCTA5 12565","15962","null","15760","null",
"8600000US12566","ZCTA5 12566","60795","null","19827","null",
"8600000US12567","ZCTA5 12567","20156","null","11889","null",
"8600000US12569","ZCTA5 12569","-","-","**","**",
"8600000US12570","ZCTA5 12570","94567","null","22039","null",
"8600000US12571","ZCTA5 12571","87036","null","17630","null",
"8600000US12572","ZCTA5 12572","-","-","**","**",
"8600000US12574","ZCTA5 12574","-","-","**","**",
"8600000US12575","ZCTA5 12575","140652","null","40009","null",
"8600000US12577","ZCTA5 12577","-","-","**","**",
"8600000US12578","ZCTA5 12578","-","-","**","**",
"8600000US12580","ZCTA5 12580","-","-","**","**",
"8600000US12581","ZCTA5 12581","32100","null","15605","null",
"8600000US12582","ZCTA5 12582","-","-","**","**",
"8600000US12583","ZCTA5 12583","-","-","**","**",
"8600000US12585","ZCTA5 12585","-","-","**","**",
"8600000US12586","ZCTA5 12586","88763","null","5153","null",
"8600000US12589","ZCTA5 12589","42417","null","30143","null",
"8600000US12590","ZCTA5 12590","74948","null","21751","null",
"8600000US12592","ZCTA5 12592","-","-","**","**",
"8600000US12594","ZCTA5 12594","67170","null","48276","null",
"8600000US12601","ZCTA5 12601","42781","null","9574","null",
"8600000US12603","ZCTA5 12603","82727","null","24405","null",
"8600000US12604","ZCTA5 12604","-","-","**","**",
"8600000US12701","ZCTA5 12701","40052","null","12252","null",
"8600000US12719","ZCTA5 12719","-","-","**","**",
"8600000US12720","ZCTA5 12720","-","-","**","**",
"8600000US12721","ZCTA5 12721","107679","null","72686","null",
"8600000US12722","ZCTA5 12722","-","-","**","**",
"8600000US12723","ZCTA5 12723","-","-","**","**",
"8600000US12724","ZCTA5 12724","-","-","**","**",
"8600000US12725","ZCTA5 12725","-","-","**","**",
"8600000US12726","ZCTA5 12726","75000","null","58739","null",
"8600000US12729","ZCTA5 12729","-","-","**","**",
"8600000US12732","ZCTA5 12732","15750","null","13081","null",
"8600000US12733","ZCTA5 12733","-","-","**","**",
"8600000US12734","ZCTA5 12734","-","-","**","**",
"8600000US12736","ZCTA5 12736","-","-","**","**",
"8600000US12737","ZCTA5 12737","-","-","**","**",
"8600000US12738","ZCTA5 12738","-","-","**","**",
"8600000US12740","ZCTA5 12740","30625","null","20380","null",
"8600000US12741","ZCTA5 12741","-","-","**","**",
"8600000US12742","ZCTA5 12742","61389","null","43898","null",
"8600000US12743","ZCTA5 12743","-","-","**","**",
"8600000US12745","ZCTA5 12745","-","-","**","**",
"8600000US12746","ZCTA5 12746","-","-","**","**",
"8600000US12747","ZCTA5 12747","-","-","**","**",
"8600000US12748","ZCTA5 12748","68162","null","25542","null",
"8600000US12749","ZCTA5 12749","-","-","**","**",
"8600000US12750","ZCTA5 12750","-","-","**","**",
"8600000US12751","ZCTA5 12751","-","-","**","**",
"8600000US12752","ZCTA5 12752","-","-","**","**",
"8600000US12754","ZCTA5 12754","-","-","**","**",
"8600000US12758","ZCTA5 12758","-","-","**","**",
"8600000US12759","ZCTA5 12759","28063","null","18885","null",
"8600000US12760","ZCTA5 12760","-","-","**","**",
"8600000US12762","ZCTA5 12762","-","-","**","**",
"8600000US12763","ZCTA5 12763","-","-","**","**",
"8600000US12764","ZCTA5 12764","69167","null","47521","null",
"8600000US12765","ZCTA5 12765","-","-","**","**",
"8600000US12766","ZCTA5 12766","-","-","**","**",
"8600000US12767","ZCTA5 12767","-","-","**","**",
"8600000US12768","ZCTA5 12768","-","-","**","**",
"8600000US12769","ZCTA5 12769","-","-","**","**",
"8600000US12770","ZCTA5 12770","-","-","**","**",
"8600000US12771","ZCTA5 12771","88208","null","28529","null",
"8600000US12775","ZCTA5 12775","72292","null","50117","null",
"8600000US12776","ZCTA5 12776","-","-","**","**",
"8600000US12777","ZCTA5 12777","91354","null","27623","null",
"8600000US12778","ZCTA5 12778","-","-","**","**",
"8600000US12779","ZCTA5 12779","31555","null","13707","null",
"8600000US12780","ZCTA5 12780","-","-","**","**",
"8600000US12781","ZCTA5 12781","-","-","**","**",
"8600000US12783","ZCTA5 12783","26985","null","14248","null",
"8600000US12784","ZCTA5 12784","-","-","**","**",
"8600000US12785","ZCTA5 12785","63990","null","29917","null",
"8600000US12786","ZCTA5 12786","-","-","**","**",
"8600000US12787","ZCTA5 12787","-","-","**","**",
"8600000US12788","ZCTA5 12788","-","-","**","**",
"8600000US12789","ZCTA5 12789","-","-","**","**",
"8600000US12790","ZCTA5 12790","-","-","**","**",
"8600000US12791","ZCTA5 12791","-","-","**","**",
"8600000US12792","ZCTA5 12792","-","-","**","**",
"8600000US12801","ZCTA5 12801","22202","null","4667","null",
"8600000US12803","ZCTA5 12803","-","-","**","**",
"8600000US12804","ZCTA5 12804","66429","null","30486","null",
"8600000US12808","ZCTA5 12808","-","-","**","**",
"8600000US12809","ZCTA5 12809","-","-","**","**",
"8600000US12810","ZCTA5 12810","116875","null","104602","null",
"8600000US12811","ZCTA5 12811","-","-","**","**",
"8600000US12812","ZCTA5 12812","-","-","**","**",
"8600000US12814","ZCTA5 12814","-","-","**","**",
"8600000US12815","ZCTA5 12815","-","-","**","**",
"8600000US12816","ZCTA5 12816","59375","null","54164","null",
"8600000US12817","ZCTA5 12817","-","-","**","**",
"8600000US12819","ZCTA5 12819","-","-","**","**",
"8600000US12821","ZCTA5 12821","-","-","**","**",
"8600000US12822","ZCTA5 12822","-","-","**","**",
"8600000US12823","ZCTA5 12823","-","-","**","**",
"8600000US12824","ZCTA5 12824","-","-","**","**",
"8600000US12827","ZCTA5 12827","-","-","**","**",
"8600000US12828","ZCTA5 12828","-","-","**","**",
"8600000US12831","ZCTA5 12831","101806","null","55031","null",
"8600000US12832","ZCTA5 12832","100313","null","60892","null",
"8600000US12833","ZCTA5 12833","-","-","**","**",
"8600000US12834","ZCTA5 12834","100938","null","19575","null",
"8600000US12835","ZCTA5 12835","-","-","**","**",
"8600000US12836","ZCTA5 12836","-","-","**","**",
"8600000US12837","ZCTA5 12837","-","-","**","**",
"8600000US12838","ZCTA5 12838","-","-","**","**",
"8600000US12839","ZCTA5 12839","58824","null","9194","null",
"8600000US12841","ZCTA5 12841","-","-","**","**",
"8600000US12842","ZCTA5 12842","-","-","**","**",
"8600000US12843","ZCTA5 12843","-","-","**","**",
"8600000US12844","ZCTA5 12844","-","-","**","**",
"8600000US12845","ZCTA5 12845","145156","null","82810","null",
"8600000US12846","ZCTA5 12846","-","-","**","**",
"8600000US12847","ZCTA5 12847","-","-","**","**",
"8600000US12849","ZCTA5 12849","-","-","**","**",
"8600000US12850","ZCTA5 12850","-","-","**","**",
"8600000US12851","ZCTA5 12851","-","-","**","**",
"8600000US12852","ZCTA5 12852","-","-","**","**",
"8600000US12853","ZCTA5 12853","-","-","**","**",
"8600000US12855","ZCTA5 12855","-","-","**","**",
"8600000US12856","ZCTA5 12856","-","-","**","**",
"8600000US12857","ZCTA5 12857","-","-","**","**",
"8600000US12858","ZCTA5 12858","-","-","**","**",
"8600000US12859","ZCTA5 12859","-","-","**","**",
"8600000US12860","ZCTA5 12860","-","-","**","**",
"8600000US12861","ZCTA5 12861","-","-","**","**",
"8600000US12862","ZCTA5 12862","-","-","**","**",
"8600000US12863","ZCTA5 12863","-","-","**","**",
"8600000US12864","ZCTA5 12864","-","-","**","**",
"8600000US12865","ZCTA5 12865","-","-","**","**",
"8600000US12866","ZCTA5 12866","125455","null","45489","null",
"8600000US12870","ZCTA5 12870","-","-","**","**",
"8600000US12871","ZCTA5 12871","-","-","**","**",
"8600000US12872","ZCTA5 12872","-","-","**","**",
"8600000US12873","ZCTA5 12873","-","-","**","**",
"8600000US12874","ZCTA5 12874","-","-","**","**",
"8600000US12878","ZCTA5 12878","-","-","**","**",
"8600000US12883","ZCTA5 12883","-","-","**","**",
"8600000US12884","ZCTA5 12884","-","-","**","**",
"8600000US12885","ZCTA5 12885","12333","null","6958","null",
"8600000US12886","ZCTA5 12886","-","-","**","**",
"8600000US12887","ZCTA5 12887","-","-","**","**",
"8600000US12901","ZCTA5 12901","58917","null","17267","null",
"8600000US12903","ZCTA5 12903","-","-","**","**",
"8600000US12910","ZCTA5 12910","-","-","**","**",
"8600000US12911","ZCTA5 12911","-","-","**","**",
"8600000US12912","ZCTA5 12912","-","-","**","**",
"8600000US12913","ZCTA5 12913","-","-","**","**",
"8600000US12914","ZCTA5 12914","-","-","**","**",
"8600000US12916","ZCTA5 12916","-","-","**","**",
"8600000US12917","ZCTA5 12917","-","-","**","**",
"8600000US12918","ZCTA5 12918","-","-","**","**",
"8600000US12919","ZCTA5 12919","-","-","**","**",
"8600000US12920","ZCTA5 12920","-","-","**","**",
"8600000US12921","ZCTA5 12921","-","-","**","**",
"8600000US12922","ZCTA5 12922","-","-","**","**",
"8600000US12923","ZCTA5 12923","-","-","**","**",
"8600000US12924","ZCTA5 12924","-","-","**","**",
"8600000US12926","ZCTA5 12926","-","-","**","**",
"8600000US12927","ZCTA5 12927","-","-","**","**",
"8600000US12928","ZCTA5 12928","-","-","**","**",
"8600000US12929","ZCTA5 12929","-","-","**","**",
"8600000US12930","ZCTA5 12930","-","-","**","**",
"8600000US12932","ZCTA5 12932","-","-","**","**",
"8600000US12933","ZCTA5 12933","-","-","**","**",
